GLOBALEVENTID,EventCode,GoldsteinScale,NumMentions,AvgTone,QuadClass,Actor1Geo_CountryCode
677341226,040,1.0,8,-0.42704626334519,1,
677344567,010,0.0,1,-5.90961761297798,1,CH
677344568,010,0.0,1,-5.90961761297798,1,CH
677344569,127,-5.0,8,1.42857142857143,3,FR
677347846,120,-4.0,8,-2.99553855959209,3,AE
677347848,150,-7.2,8,-2.99553855959209,4,AE
677347843,057,8.0,1,-0.246305418719211,1,AE
677347853,057,8.0,1,-0.246305418719211,1,AE
677347854,057,8.0,1,-0.246305418719211,1,CH
677347870,174,-5.0,1,-8.44594594594594,4,CB
677347871,174,-5.0,1,-8.44594594594594,4,TW
677347841,046,7.0,4,1.55574762316335,1,
677347860,014,0.0,10,1.33333333333333,1,HU
677349719,051,3.4,10,2.09339774557166,1,EN
677352719,173,-5.0,5,-5.72831423895253,4,NZ
677356789,051,3.4,4,-7.0,1,BM
677356787,051,3.4,5,-7.0,1,BM
677356788,051,3.4,1,-7.0,1,BM
677356781,043,2.8,4,-0.47318611987381,1,CH
677356782,043,2.8,1,-0.47318611987381,1,KZ
677356786,042,1.9,1,-0.47318611987381,1,KZ
677358842,040,1.0,5,0.0,1,EI
677358845,040,1.0,5,0.0,1,EI
677360782,014,0.0,10,1.8348623853211,1,JO
677360781,010,0.0,8,-0.93209054593875,1,HU
677360775,057,8.0,6,1.65876777251185,1,
677360779,057,8.0,2,1.65876777251185,1,UY
677360780,057,8.0,2,1.65876777251185,1,UY
677360784,057,8.0,2,1.65876777251185,1,UY
677360785,010,0.0,2,1.65876777251185,1,UY
677360786,057,8.0,2,1.65876777251185,1,UY
677362274,1241,-4.0,10,-6.77966101694915,3,CE
677362273,180,-9.0,10,-6.77966101694915,4,UZ
677362275,173,-5.0,10,-6.77966101694915,4,UZ
677366451,011,-0.1,10,0.573632690814855,1,LG
677369817,042,1.9,10,0.97402597402597,1,CB
677369822,043,2.8,10,0.97402597402597,1,CB
677371791,141,-6.5,8,-5.56291390728477,3,CI
677371792,141,-6.5,2,-5.56291390728477,3,PE
677371789,020,3.0,10,-0.42613636363637,1,PL
677375475,090,-2.0,20,-0.10672358591249,2,RI
677376926,013,0.4,2,-1.3986013986014,1,BG
677376953,061,6.4,4,3.64238410596026,2,HU
677376938,193,-10.0,6,-6.82095006090134,4,SY
677376939,193,-10.0,4,-6.82095006090134,4,JO
677376923,164,-7.0,1,1.73010380622838,4,
677376934,127,-5.0,1,1.73010380622838,3,SZ
677376932,190,-10.0,10,-4.78468899521532,4,GH
677379030,084,7.0,10,-2.4346257889991,2,LY
677382518,192,-9.5,10,0.0,4,
677382521,010,0.0,8,1.8970189701897,1,ML
677384128,051,3.4,10,0.0,1,BY
677387649,111,-2.0,2,-2.7027027027027,3,CF
677387650,111,-2.0,6,-2.7027027027027,3,CF
677391631,0311,5.2,2,-1.58227848101266,1,HK
677391634,036,4.0,8,3.08823529411765,1,KE
677391639,036,4.0,8,3.08823529411765,1,KE
677393941,090,-2.0,10,-5.48037889039242,2,EZ
677395553,020,3.0,4,-4.04040404040404,1,CF
677395554,141,-6.5,4,-4.04040404040404,3,CF
677402703,040,1.0,3,-6.62251655629139,1,MU
677402692,120,-4.0,2,-6.40165203923593,3,SF
677406709,040,1.0,10,0.87719298245614,1,
677412138,073,7.4,5,-8.22085889570555,2,DA
677412136,192,-9.5,4,-8.22085889570555,4,LY
677412133,0841,7.0,6,-7.91208791208791,2,BM
677412137,0841,7.0,4,-7.91208791208791,2,BM
677412132,080,5.0,10,-6.60919540229885,2,CO
677414568,114,-2.0,2,-1.09546165884194,3,CH
677414569,114,-2.0,8,-1.09546165884194,3,BE
677418261,080,5.0,8,5.01930501930502,2,BD
677418242,042,1.9,2,-9.46882217090065,1,CA
677419911,020,3.0,10,0.29673590504451,1,AR
677421676,057,8.0,2,0.12706480304955,1,NL
677421677,057,8.0,3,0.12706480304955,1,UK
677421683,057,8.0,2,0.12706480304955,1,NL
677421688,040,1.0,4,-1.1252446183953,1,TU
677423880,130,-4.4,1,-2.67605633802816,3,RS
677425625,114,-2.0,10,-4.02684563758389,3,HR
677427187,190,-10.0,4,-4.76190476190476,4,BG
677427188,190,-10.0,6,-4.76190476190476,4,BG
677427179,190,-10.0,2,-9.66386554621853,4,AS
677427178,190,-10.0,2,-9.66386554621853,4,AS
677429496,020,3.0,10,-0.434782608695656,1,AR
677429497,010,0.0,8,2.11565585331453,1,BY
677429492,042,1.9,10,5.05050505050505,1,
677431255,120,-4.0,8,-4.77326968973747,3,CF
677433597,010,0.0,10,-2.03160270880361,1,EI
677433599,120,-4.0,2,0.37771482530689,3,LG
677437486,090,-2.0,8,-2.97202797202797,2,EI
677437487,090,-2.0,2,-2.97202797202797,2,EI
677439837,051,3.4,10,3.125,1,
677441539,0874,10.0,2,-1.42857142857143,2,NI
677441538,040,1.0,1,-7.33041575492341,1,IZ
677441523,173,-5.0,2,-5.0,4,
677441524,173,-5.0,2,-5.0,4,
677443419,173,-5.0,1,-9.40860215053762,4,AU
677443420,173,-5.0,1,-9.40860215053762,4,AU
677446824,020,3.0,2,-3.65358592692828,1,
677446835,193,-10.0,1,-5.10948905109489,4,EI
677446836,193,-10.0,3,-5.10948905109489,4,EI
677446832,110,-2.0,5,3.09859154929578,3,KE
677449055,042,1.9,4,-10.2040816326531,1,LH
677449057,043,2.8,4,-10.2040816326531,1,LH
677449054,042,1.9,6,-10.2040816326531,1,LH
677449056,043,2.8,6,-10.2040816326531,1,LH
677456428,020,3.0,10,-0.41322314049586,1,VE
677457797,042,1.9,5,3.58565737051793,1,AE
677457782,043,2.8,5,3.58565737051793,1,EN
677460743,036,4.0,10,3.22580645161291,1,
677462507,013,0.4,10,1.91082802547771,1,LA
677462485,1712,-9.2,1,-3.45065562456867,4,RS
677462500,1712,-9.2,4,-3.45065562456867,4,US
677462501,1712,-9.2,1,-3.45065562456867,4,US
677462487,1712,-9.2,1,-3.45065562456867,4,RS
677462504,1712,-9.2,4,-3.45065562456867,4,US
677462505,1712,-9.2,1,-3.45065562456867,4,US
677462479,1712,-9.2,1,-3.45065562456867,4,RS
677462490,1712,-9.2,4,-3.45065562456867,4,US
677462491,1712,-9.2,1,-3.45065562456867,4,US
677466558,100,-5.0,1,3.84615384615385,3,AS
677466559,043,2.8,2,3.84615384615385,1,AE
677466560,043,2.8,5,3.43949044585987,1,AE
677466578,042,1.9,5,3.43949044585987,1,AE
677466569,073,7.4,2,1.97505197505197,2,SN
677466568,073,7.4,8,1.97505197505197,2,CB
677466570,012,-0.4,1,-4.54935622317596,1,GR
677469148,042,1.9,8,0.0,1,CI
677469150,043,2.8,8,0.0,1,CI
677469149,042,1.9,2,0.0,1,PA
677469151,043,2.8,2,0.0,1,PA
677469152,111,-2.0,4,-1.93661971830986,3,CG
677469153,111,-2.0,6,-1.93661971830986,3,CG
677470739,042,1.9,10,-13.2596685082873,1,AU
677470740,042,1.9,10,-13.2596685082873,1,AU
677470741,043,2.8,10,-13.2596685082873,1,AU
677470745,043,2.8,10,-13.2596685082873,1,AU
677475275,010,0.0,3,-6.55021834061131,1,AR
677475276,084,7.0,3,-6.55021834061131,2,AR
677475279,010,0.0,3,-6.55021834061131,1,AR
677475280,084,7.0,3,-6.55021834061131,2,AR
677475281,1053,-5.0,6,-6.55021834061131,3,AR
677475283,043,2.8,6,-4.81481481481482,1,EI
677475277,130,-4.4,2,-2.3686920700309,3,CG
677479802,193,-10.0,1,-4.65949820788531,4,EI
677479803,193,-10.0,2,-4.65949820788531,4,EI
677479804,193,-10.0,1,-4.65949820788531,4,EI
677479789,057,8.0,3,1.30612244897959,1,
677479790,057,8.0,2,1.30612244897959,1,
677482474,042,1.9,10,-0.512820512820511,1,
677484160,100,-5.0,10,-1.03550295857989,3,
677484177,010,0.0,4,-1.76940639269406,1,ZI
677484178,071,7.4,4,-1.76940639269406,2,ZI
677489058,072,8.3,1,-2.17142857142857,2,LE
677489059,031,5.2,10,-1.04347826086956,1,LI
677493903,090,-2.0,6,0.947867298578201,2,JM
677493902,010,0.0,6,0.947867298578201,1,EI
677498425,040,1.0,10,-1.75131348511383,1,EI
677498426,012,-0.4,4,-1.75131348511383,1,EI
677498427,012,-0.4,6,-1.75131348511383,1,EI
677498423,051,3.4,1,1.71265461465271,1,US
677498421,036,4.0,1,1.71265461465271,1,US
677498422,036,4.0,1,1.71265461465271,1,TW
677498424,051,3.4,1,1.71265461465271,1,TW
677498430,010,0.0,3,-7.1611253196931,1,SW
677507469,043,2.8,8,5.09090909090909,1,TD
677507471,051,3.4,2,5.09090909090909,1,TD
677507472,051,3.4,6,5.09090909090909,1,TD
677507483,042,1.9,8,5.09090909090909,1,TD
677507468,043,2.8,2,5.09090909090909,1,BF
677507470,051,3.4,2,5.09090909090909,1,BF
677507482,042,1.9,2,5.09090909090909,1,TD
677507480,150,-7.2,5,1.36674259681093,4,CE
677507467,017,0.0,8,4.97448979591837,1,TH
677507481,017,0.0,2,4.97448979591837,1,TH
677510177,013,0.4,2,-2.52631578947368,1,SW
677517622,061,6.4,10,-10.1522842639594,2,NO
677517624,061,6.4,10,-10.1522842639594,2,NO
677525772,173,-5.0,2,-8.23211875843455,4,VM
677530036,072,8.3,1,-1.39240506329114,2,SY
677534046,186,-10.0,3,-0.69252077562327,4,LE
677534054,1121,-2.0,1,-0.69252077562327,3,SY
677534056,186,-10.0,1,-0.69252077562327,4,SY
677534049,173,-5.0,8,-6.66666666666667,4,PL
677538076,042,1.9,7,-1.72248803827751,1,TH
677538077,051,3.4,7,-1.72248803827751,1,TH
677538078,043,2.8,7,-1.72248803827751,1,TH
677538079,043,2.8,1,-1.72248803827751,1,TH
677538096,042,1.9,1,-1.72248803827751,1,TH
677538097,051,3.4,1,-1.72248803827751,1,TH
677541510,012,-0.4,10,2.08816705336427,1,GH
677541511,060,6.0,10,2.08816705336427,2,GH
