Actor2Geo_CountryCode,Year,GoldsteinScale,AvgTone,QuadClass,NumMentions
AS,2005,0.9093984962406031,-1.699104036207216,1.7293233082706767,5.921052631578948
AS,2006,1.2973760933292153,-0.2517007134315811,1.880466472303207,4.434402332361516
AS,2007,0.6872928176795585,-0.03920805551497943,1.7955801104972375,5.798342541436464
AS,2008,1.4847583643122662,-0.453164651269253,1.5985130111524164,5.5762081784386615
AS,2009,-0.17546012269938613,-1.5956147773825256,1.8711656441717792,4.331288343558282
AS,2014,0.7999999999999953,-1.8082428546460372,1.7576736672051696,5.933764135702746
AS,2015,1.2135258355763838,-1.0802604328227507,1.6185410334346504,7.179331306990881
AS,2017,0.6763848396501474,-1.4343614651941663,1.902332361516035,5.013119533527697
AS,2018,1.265807560137449,-0.5666754758832405,1.6219931271477663,6.515463917525773
AS,2019,0.9121019108280254,-1.904295102394759,1.7197452229299364,7.101910828025478
AU,2005,1.5,2.062532187348329,1.25,4.375
AU,2006,3.3263157894736834,-0.20416149060756664,1.2105263157894737,4.052631578947368
AU,2007,0.7249999999999998,-1.812562749945521,1.0,3.75
AU,2008,3.4,1.65094339622641,1.0,10.0
AU,2009,-0.575,-2.1895337165150623,2.125,4.75
AU,2014,2.129787234042553,-2.192266709541984,1.446808510638298,4.425531914893617
AU,2015,2.1609523809523807,-1.1852164657174646,1.4857142857142858,6.838095238095238
AU,2016,0.6255813953488378,-1.4795635920027759,1.7131782945736433,6.093023255813954
AU,2017,1.395454545454546,-1.9258896478495389,1.7045454545454546,4.431818181818182
AU,2018,1.963513513513514,0.47733639087709007,1.2567567567567568,5.662162162162162
AU,2019,1.6272727272727274,-1.0617754060307694,1.606060606060606,6.757575757575758
AV,2014,1.9,4.0,1.0,5.0
AV,2019,-0.9153846153846152,-1.7081582822603198,2.0,5.538461538461538
AY,2007,1.9,-0.9478672985781998,1.0,4.0
AY,2009,7.4,0.57416267942583,2.0,5.0
AY,2014,7.4,0.49916805324459,2.0,10.0
AY,2015,2.0375,0.25423786887431,1.0,7.875
AY,2016,-5.0,0.7285974499089249,2.5,5.5
AY,2018,2.6400000000000006,0.768174646445402,1.8,8.4
AY,2019,1.895,-1.5041723343813058,1.25,7.9
BA,2005,3.4,1.7910447761194097,1.0,4.0
BA,2006,4.355555555555556,2.8456886498747496,1.8888888888888888,2.3333333333333335
BA,2007,8.0,2.5717024731898253,1.0,2.0
BA,2008,2.1999999999999997,-4.070307364657006,1.0,5.0
BA,2009,-5.0,-8.55539971949507,4.0,5.0
BA,2014,1.608,-0.8904549193057316,1.76,4.96
BA,2015,2.489655172413794,0.32920752031665257,1.5517241379310345,8.137931034482758
BA,2016,-1.7185185185185188,-3.017455669308747,2.3333333333333335,5.790123456790123
BA,2017,0.24399999999999977,-2.037232613767904,2.16,3.4
BA,2018,2.1559999999999993,0.4153738223817023,1.36,8.36
BA,2019,3.2190476190476187,1.3926741093215236,1.2380952380952381,9.777777777777779
BB,2009,0.0,-0.97680097680098,1.0,5.0
BB,2014,2.5250000000000004,0.6258497089365124,1.4166666666666667,4.583333333333333
BB,2015,3.963636363636363,-0.576970635693939,1.0909090909090908,7.818181818181818
BB,2016,1.4416666666666667,-2.418719842481353,1.1666666666666667,3.4166666666666665
BB,2017,4.3999999999999995,-0.03878258429735981,1.0,5.0
BB,2018,0.29090909090909084,-2.564146888345864,1.5909090909090908,7.590909090909091
BB,2019,1.4999999999999998,0.09608482591175875,1.5,6.916666666666667
BC,2005,1.2333333333333334,3.160246960663162,1.6666666666666667,2.1666666666666665
BC,2006,3.866666666666667,1.5920653975876033,1.3333333333333333,4.666666666666667
BC,2008,1.2249999999999996,-1.4695212775252613,2.375,6.0625
BC,2009,1.0,-2.395361314318315,2.5454545454545454,6.0
BC,2014,-2.1166666666666667,-2.3250270979499303,2.1666666666666665,3.5
BC,2015,2.2466666666666666,0.6637691659842759,1.6666666666666667,5.666666666666667
BC,2016,0.8416666666666666,-0.8389143453535143,1.5277777777777777,4.083333333333333
BC,2017,3.0758620689655163,5.574798478628626,1.0,6.275862068965517
BC,2018,2.1799999999999997,-0.4561920776325007,1.55,4.65
BC,2019,1.5145833333333332,-0.45780240787576537,1.375,5.729166666666667
BD,2005,3.4,0.33726812816189,1.0,4.0
BD,2006,-2.0,2.04819277108434,3.0,2.0
BD,2007,1.9666666666666668,2.34202731610992,1.0,3.3333333333333335
BD,2014,4.45,2.1522159719803597,1.0,5.5
BD,2015,-1.0111111111111113,-1.6110364706475382,2.2222222222222223,7.777777777777778
BD,2016,3.5666666666666664,-0.290787642555405,1.1666666666666667,9.333333333333334
BD,2017,0.22941176470588248,-3.3360634846588466,1.4705882352941178,5.647058823529412
BD,2018,2.7307692307692304,0.24552651268658077,1.3846153846153846,6.615384615384615
BD,2019,0.004545454545454367,-1.750634117913102,1.6818181818181819,7.590909090909091
BE,2005,-1.1444444444444448,-0.6710515845078087,2.1666666666666665,5.666666666666667
BE,2006,1.9354838709677413,-2.902501379288206,2.064516129032258,4.67741935483871
BE,2007,4.25,-1.254574069876472,1.375,5.5
BE,2008,-0.07096774193548386,-1.3962604691894969,1.6774193548387097,4.67741935483871
BE,2009,0.7133333333333333,0.6061507269083715,1.1333333333333333,5.533333333333333
BE,2014,2.038666666666667,-2.2296797732878857,1.6266666666666667,5.8933333333333335
BE,2015,1.5846153846153848,-1.6615343428937601,1.6363636363636365,8.335664335664335
BE,2016,0.9935714285714271,-3.1085097469618046,1.7452380952380953,7.235714285714286
BE,2017,0.49860139860139907,-2.5599718197868486,1.8601398601398602,5.174825174825175
BE,2018,2.2543859649122804,-0.6801667522621083,1.3508771929824561,7.894736842105263
BE,2019,2.6051724137931047,-0.9322329861823196,1.396551724137931,7.836206896551724
BF,2006,7.4,-9.6774193548387,2.0,4.0
BF,2007,-1.6666666666666667,-2.675380910711277,2.0,5.0
BF,2008,-1.4428571428571428,-1.5972666094989327,2.142857142857143,2.2857142857142856
BF,2009,3.1333333333333333,-0.8242577474967167,1.3333333333333333,6.333333333333333
BF,2014,1.6111111111111107,-1.8572022229186085,1.9444444444444444,5.222222222222222
BF,2015,1.7377777777777772,-0.9392893409169832,1.5555555555555556,5.822222222222222
BF,2016,0.33289473684210524,-3.3542861549348224,1.6973684210526316,3.888157894736842
BF,2017,1.518181818181818,4.305172430955679,1.1818181818181819,5.181818181818182
BF,2018,0.47105263157894695,-0.6654805044209546,1.6578947368421053,4.7894736842105265
BF,2019,2.4807692307692295,-0.5038264944571094,1.2692307692307692,5.769230769230769
BG,2005,2.6944444444444446,-4.61322769810802,1.8333333333333333,5.444444444444445
BG,2006,-0.5875,-5.772891995100619,2.3125,5.625
BG,2007,-1.4909090909090912,-5.516662339014911,2.2045454545454546,5.318181818181818
BG,2008,0.8608695652173912,-3.45891060120719,1.565217391304348,5.956521739130435
BG,2009,-2.0650000000000004,-4.036441509119146,2.25,5.4
BG,2014,0.01868131868131918,-2.3993954131614403,2.0,4.428571428571429
BG,2015,0.005072463768115654,-3.1798917653380943,1.891304347826087,6.528985507246377
BG,2016,0.4060422960725078,-2.0834794881769896,1.700906344410876,4.734138972809668
BG,2017,0.07029702970297023,-3.4879483522295605,2.257425742574257,6.405940594059406
BG,2018,2.0599999999999996,-1.6329469855967558,1.3,7.233333333333333
BG,2019,1.5692307692307694,-1.5987580679305675,1.564102564102564,6.6581196581196584
BH,2007,-1.0000000000000002,0.3856744452707872,1.6666666666666667,6.666666666666667
BH,2008,3.85,-1.7581208593392623,1.0,2.75
BH,2009,3.1999999999999997,2.29097677595907,1.0,4.666666666666667
BH,2014,0.3,-2.007434470009584,1.8,6.4
BH,2015,0.27000000000000013,-2.2014146481746266,1.65,5.8
BH,2016,0.48947368421052617,-0.960112112192443,1.5263157894736843,5.052631578947368
BH,2017,2.766666666666667,-1.9062135261499134,1.0,7.666666666666667
BH,2018,-0.05833333333333387,-0.8256311366150623,1.8333333333333333,6.583333333333333
BH,2019,1.3333333333333328,-0.035703035958467695,1.1851851851851851,5.481481481481482
BK,2007,3.1500000000000004,-0.4432431389751549,2.5,1.5
BK,2009,10.0,-3.41296928327645,2.0,6.0
BK,2014,-0.9727272727272728,-4.486880222762564,2.4545454545454546,7.7272727272727275
BK,2015,-0.5892857142857143,-4.24410416549957,2.107142857142857,10.821428571428571
BK,2016,0.3485714285714285,-2.9402332240392277,1.9428571428571428,5.771428571428571
BK,2017,-0.55,-6.032987895155646,1.75,4.875
BK,2018,-2.326923076923077,-4.502531668400668,2.1923076923076925,7.076923076923077
BK,2019,-10.0,-7.107843137254901,4.0,2.0
BL,2005,-2.6363636363636362,-0.4271702012181017,2.090909090909091,5.2727272727272725
BL,2006,0.030769230769230795,-2.4445316879436074,1.5384615384615385,5.153846153846154
BL,2007,2.59,-3.3912232671111795,1.2,3.8
BL,2008,5.1,-2.188546141578425,1.5,6.0
BL,2009,-4.05,-1.2716558356648349,2.5,10.0
BL,2014,2.0176470588235293,-1.4492532201241122,1.588235294117647,6.294117647058823
BL,2015,2.0342857142857165,-1.6154216416569573,1.4,8.076190476190476
BL,2016,2.1270270270270273,-0.9397843799736179,1.3108108108108107,9.175675675675675
BL,2017,-0.3285714285714287,-1.3922076874937623,2.2142857142857144,10.0
BL,2018,1.757500000000001,-1.494853433035477,1.4625,8.6
BL,2019,1.8931623931623949,-1.2168387167177654,1.4957264957264957,8.128205128205128
BM,2005,4.675,-3.4662385409213,1.75,4.75
BM,2006,0.2470588235294119,-3.62496775708369,1.7647058823529411,4.0588235294117645
BM,2007,0.34074074074074057,-3.4151814443957553,1.8888888888888888,3.1481481481481484
BM,2008,2.175,-5.006368989839425,1.0,7.25
BM,2009,-3.45,-3.9713648707438947,2.5,2.0
BM,2014,-0.3250000000000002,-2.935370876490408,2.025,4.65
BM,2015,1.2964285714285713,-1.707968157471571,1.6964285714285714,5.625
BM,2016,-0.3843749999999999,-1.212064040608357,1.9375,5.6875
BM,2017,-1.8950000000000002,-4.250792648238963,2.5,6.325
BM,2018,-0.9428571428571431,-0.6112330049191953,2.3214285714285716,10.285714285714286
BM,2019,2.6928571428571426,-2.9960562786785254,1.7142857142857142,8.0
BN,2005,0.0,2.0997375328084,1.0,5.0
BN,2007,-5.0,0.44052863436123996,4.0,5.0
BN,2008,7.0,0.7920470194987033,2.0,10.0
BN,2014,1.9,1.85922974767596,1.0,2.0
BN,2015,2.13,-1.091725587469224,1.6,6.5
BN,2016,0.27906976744186046,-0.4300425422886792,1.5813953488372092,5.116279069767442
BN,2017,1.9,1.52884415853911,1.0,2.0
BN,2018,0.6590909090909091,-0.5351054748292008,1.7727272727272727,5.7272727272727275
BN,2019,-0.29411764705882354,-1.6874726839915541,1.5294117647058822,6.9411764705882355
BO,2006,1.9,-2.10084033613446,1.0,10.0
BO,2007,0.0,3.6244210449070633,1.0,1.0
BO,2009,1.3,0.5429010842298659,1.8,3.0
BO,2014,0.5931034482758621,-1.519868027083928,1.6896551724137931,4.689655172413793
BO,2015,1.6575342465753424,-1.7320343510540714,1.63013698630137,8.821917808219178
BO,2016,1.7652406417112299,-0.8960727258126431,1.4866310160427807,6.81283422459893
BO,2017,3.041176470588235,0.24729787375074586,1.5294117647058822,6.705882352941177
BO,2018,2.8310344827586205,-0.8676763993024806,1.206896551724138,8.068965517241379
BO,2019,2.775000000000001,-1.0923027432598027,1.2352941176470589,8.926470588235293
BP,2006,1.9,1.34310134310135,1.0,4.0
BP,2008,1.9,-1.4365522745411,1.0,1.5
BP,2014,3.6333333333333333,0.04425014838971338,1.0,5.666666666666667
BP,2015,3.025,-1.0956817437557775,1.0,5.75
BP,2016,3.1363636363636362,-0.8444419017106314,1.2727272727272727,3.8181818181818183
BP,2017,-0.7777777777777778,-1.6537330718803058,1.6666666666666667,4.222222222222222
BP,2018,-0.20000000000000018,-0.5273987437730135,1.6666666666666667,3.6666666666666665
BP,2019,1.9,-1.23595992948183,1.0,6.5
BR,2005,1.3652173913043477,-0.965949721309383,1.565217391304348,5.739130434782608
BR,2006,3.1460674157303377,-4.415347365310876,1.6067415730337078,7.887640449438202
BR,2007,3.083333333333334,-1.8268847542663136,1.6666666666666667,4.266666666666667
BR,2008,-0.2549999999999999,-3.1642667469571597,2.05,6.45
BR,2009,-1.5714285714285703,-2.5075412084466087,2.5510204081632653,4.183673469387755
BR,2014,1.924615384615385,-1.137726121641918,1.5538461538461539,6.638461538461539
BR,2015,1.6902010050251177,-1.099459195690434,1.42964824120603,8.899497487437186
BR,2017,1.6742647058823532,-1.4863677391940813,1.6323529411764706,5.595588235294118
BR,2018,2.2804444444444347,-0.7630827934082199,1.431111111111111,9.231111111111112
BR,2019,1.5585526315789464,-1.4219645332112254,1.5625,7.792763157894737
BT,2006,6.4,4.71938775510204,2.0,10.0
BT,2007,3.475,-1.7919103811104833,1.0,2.75
BT,2008,1.9,-0.1199040767386,1.0,5.0
BT,2009,5.866666666666666,0.846590740617691,1.7777777777777777,5.555555555555555
BT,2014,0.9249999999999998,-0.17076268760618665,1.5,6.083333333333333
BT,2015,0.26363636363636367,0.610682270642894,1.6363636363636365,8.636363636363637
BT,2016,1.1142857142857143,4.057739908520963,1.0,3.7142857142857144
BT,2017,1.5849999999999997,0.8114251824329278,1.4,4.1
BT,2018,3.4,2.3431412440196473,1.0,7.0
BT,2019,2.5555555555555554,-1.0057655775401502,1.0,7.333333333333333
BU,2005,-3.142857142857143,-3.2399765853870344,2.2857142857142856,7.857142857142857
BU,2006,3.8999999999999995,3.365267847918941,1.3,4.3
BU,2007,1.0875,-1.5988726792912025,1.5,4.625
BU,2008,4.8,-0.2874847641701967,1.3333333333333333,7.666666666666667
BU,2009,1.457142857142857,-2.2519186991810702,1.6428571428571428,4.5
BU,2014,2.2674418604651163,-1.2190323104726388,1.558139534883721,5.209302325581396
BU,2015,2.021495327102805,-0.4701000017207055,1.4299065420560748,6.280373831775701
BU,2016,0.8103448275862072,-0.7900870622018427,1.706896551724138,4.931034482758621
BU,2017,1.0456521739130438,-0.7606196779978392,2.130434782608696,4.282608695652174
BU,2018,1.080808080808082,-1.1551356135047364,1.7373737373737375,7.181818181818182
BU,2019,1.9434210526315792,-1.7104076913540234,1.5394736842105263,8.973684210526315
BX,2005,4.35,3.283259891406595,1.0,5.5
BX,2006,4.15,1.4199317508338052,2.125,4.375
BX,2007,-4.0,-2.3544877395190764,3.6666666666666665,1.0
BX,2008,3.96,-0.12968913980198007,1.4,3.0
BX,2009,0.0,0.0,1.0,4.0
BX,2014,3.290909090909091,0.4783367607266991,1.4545454545454546,2.8636363636363638
BX,2015,2.38,0.45339949365295984,1.4,5.3
BX,2016,1.4239130434782603,0.006384840090122548,1.3043478260869565,5.3478260869565215
BX,2017,2.6874999999999996,0.45368019705078183,1.0,5.125
BX,2018,2.875,0.7347572246594776,1.0,8.5
BX,2019,3.1666666666666665,1.2610061205847052,1.1666666666666667,5.566666666666666
BY,2005,5.7,-2.136221285231904,1.6,4.6
BY,2006,-7.3,-0.5985067490529259,3.4,4.0
BY,2007,-4.400000000000001,-7.999284163888736,3.0,2.142857142857143
BY,2008,4.4125,-4.946259435098343,1.75,2.875
BY,2014,2.2363636363636363,-2.1790372310477144,1.5454545454545454,6.181818181818182
BY,2015,-0.45263157894736833,-4.017295277389945,2.1052631578947367,8.078947368421053
BY,2016,2.2675000000000005,-2.607512674676298,1.5,4.25
BY,2018,2.3692307692307697,-0.4925702718408323,1.1538461538461537,5.6923076923076925
BY,2019,0.6555555555555558,-2.076919481470041,1.9444444444444444,7.5
CA,2005,1.616410256410256,-0.2944684407930833,1.7743589743589743,5.123076923076923
CA,2006,0.6757990871934594,-0.6015682168798677,1.7625570776255708,5.232876712328767
CA,2007,2.3774566473988403,-0.3524260340417302,1.5549132947976878,4.826589595375722
CA,2008,2.2520231213872814,-0.3968214984829705,1.5549132947976878,4.138728323699422
CA,2009,1.6395480225988706,-0.8707658311758362,1.6836158192090396,4.632768361581921
CA,2014,1.0542780748663068,-1.4163145813107312,1.7834224598930482,5.387700534759358
CA,2015,1.3762225968841697,-0.9580030787377665,1.5649241146711637,6.753794266441822
CA,2017,1.071428571428569,-1.8963115960726182,1.7338551859099804,4.675146771037182
CA,2018,1.1542582417582372,-0.8491507042558877,1.6112637362637363,6.483516483516484
CA,2019,1.7612040133779234,-1.4993506101472427,1.5384615384615385,7.518394648829432
CB,2005,0.5909090909090909,-1.5469509963486663,1.2727272727272727,6.545454545454546
CB,2006,2.172222222222222,-0.7107847940718646,1.8888888888888888,4.833333333333333
CB,2007,0.3545454545454546,-0.77768924103452,1.9393939393939394,4.454545454545454
CB,2008,-0.2413793103448276,-3.4404892979598625,1.896551724137931,4.724137931034483
CB,2009,-0.8399999999999999,-2.6820311960106205,2.2,6.6
CB,2014,0.8220000000000005,-2.0707563269666864,1.92,5.68
CB,2015,2.3129032258064512,-1.1470986511898684,1.5161290322580645,5.32258064516129
CB,2016,1.793220338983051,-1.4475012759356356,1.6440677966101696,4.3559322033898304
CB,2017,-1.5858823529411765,-2.3937320334691057,2.8588235294117648,6.411764705882353
CB,2018,1.8399999999999999,-1.4764009712737718,1.55,6.3
CB,2019,2.638888888888889,0.3909147109053751,1.3333333333333333,9.0
CD,2005,-1.0000000000000002,-6.118792362264944,1.3333333333333333,3.111111111111111
CD,2006,-1.9,-3.4096862223099995,2.0,3.25
CD,2007,-4.0,-9.69827586206894,3.0,4.0
CD,2008,5.725,-1.431913549662102,1.625,7.4375
CD,2009,-0.5,-7.021447060010328,1.5,9.5
CD,2014,-1.942857142857143,-3.1241450403658217,2.4285714285714284,4.285714285714286
CD,2015,-1.6590909090909092,-4.213180536838169,2.3181818181818183,4.7272727272727275
CD,2016,1.5875,0.024924767648289235,1.325,4.275
CD,2017,0.4699999999999999,-2.7159227529152554,1.0,3.8
CD,2018,0.33333333333333354,1.3991182851539292,1.5555555555555556,6.0
CD,2019,1.1777777777777776,-1.0718617394304941,1.5277777777777777,5.527777777777778
CE,2005,0.3941176470588236,-2.8434648216167724,1.8823529411764706,5.529411764705882
CE,2006,4.178260869565217,1.7335317531894519,1.608695652173913,5.086956521739131
CE,2007,7.0,3.4771973042113093,2.0,5.0
CE,2008,3.570588235294117,-1.79258257588369,1.6470588235294117,4.823529411764706
CE,2009,-0.7258064516129039,-4.431010248962817,1.8064516129032258,8.67741935483871
CE,2014,1.0136363636363634,-1.5284215682574034,1.6818181818181819,4.909090909090909
CE,2015,0.6088235294117647,-1.9081138338689108,1.6470588235294117,6.176470588235294
CE,2016,0.8583333333333346,-1.7203138441418913,1.6777777777777778,6.0
CE,2017,0.3034883720930232,-1.816658561331953,1.872093023255814,4.430232558139535
CE,2018,3.0615384615384618,-1.0806910366301117,1.3846153846153846,5.0
CE,2019,-0.4295843520782383,-4.9328365550813205,2.02200488997555,6.973105134474328
CF,2005,-3.275,-2.7110361432112198,2.5,7.5
CF,2006,-9.5,-3.7569573283858997,4.0,2.5
CF,2007,-10.0,-1.7509727626459097,4.0,4.0
CF,2008,-1.7999999999999996,-1.3214413497079118,3.0,6.666666666666667
CF,2009,2.742857142857143,-2.8706479630287376,1.0,4.285714285714286
CF,2014,-1.2653846153846153,-3.9011704071224185,2.3846153846153846,5.346153846153846
CF,2015,2.0761904761904755,-0.8647336440731893,1.1904761904761905,7.190476190476191
CF,2016,-1.1382978723404258,-4.4460304048603,1.9680851063829787,5.670212765957447
CF,2017,0.5833333333333334,-1.638447439070083,1.8333333333333333,6.666666666666667
CF,2018,0.6727272727272723,-1.689722071493633,1.5454545454545454,8.636363636363637
CF,2019,0.30370370370370353,-3.637190051076052,1.7592592592592593,6.777777777777778
CG,2005,8.5,-1.92102454642476,2.0,3.0
CG,2007,3.4,4.39284665860642,1.0,10.666666666666666
CG,2008,-2.0,-1.8348623853211001,3.0,2.0
CG,2009,9.0,-4.30555555555556,2.0,10.0
CG,2014,2.1666666666666665,-3.2080900024244827,2.0,5.666666666666667
CG,2015,1.2999999999999998,-2.9951548192629174,1.44,6.0
