"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2019-10-20 20:03:25 +02:00"

Year,"Country / territory of asylum/residence",Origin,"RSD procedure type / level","Applied during year"
2016,Canada,Burundi,"G / FI",657
2016,Switzerland,Burundi,"G / FI",19
2016,China,Burundi,"U / AR",1
2016,China,Burundi,"U / FI",4
2016,"Côte d'Ivoire",Burundi,"J / FA",9
2016,Cameroon,Burundi,"U / FI",7
2016,Cameroon,Burundi,"U / RA",1
2016,Cameroon,Burundi,"U / AR",1
2016,"Dem. Rep. of the Congo",Burundi,"G / FI",203
2016,Congo,Burundi,"G / FA",2
2016,Cyprus,Burundi,"G / FI",1
2016,Germany,Burundi,"G / NA",55
2016,Germany,Burundi,"G / JR",
2016,Germany,Burundi,"G / RA",1
2016,Djibouti,Burundi,"J / FI",
2016,Denmark,Burundi,"G / AR",5
2016,Denmark,Burundi,"G / FI",3
2016,Egypt,Burundi,"U / FI",18
2016,Ethiopia,Burundi,"J / FI",13
2016,Finland,Burundi,"G / FI",3
2016,Finland,Burundi,"G / RA",
2016,France,Burundi,"G / FI",191
2016,France,Burundi,"G / AR",4
2016,France,Burundi,"G / RA",
2016,France,Burundi,"G / RA",11
2016,Gabon,Burundi,"G / FA",1
2016,"United Kingdom",Burundi,"G / AR",8
2016,"United Kingdom",Burundi,"G / RA",
2016,"United Kingdom",Burundi,"G / FI",17
2016,Georgia,Burundi,"G / FI",1
2016,Ghana,Burundi,"G / FI",13
2016,Guinea,Burundi,"G / FI",1
2016,Guinea-Bissau,Burundi,"G / FI",
2016,Greece,Burundi,"G / AR",1
2016,Greece,Burundi,"G / FI",23
2016,Hungary,Burundi,"G / FA",
2016,India,Burundi,"U / FI",4
2016,Ireland,Burundi,"G / AR",3
2016,Ireland,Burundi,"G / SP",
2016,Ireland,Burundi,"G / FI",7
2016,Ireland,Burundi,"G / SP",
2016,Italy,Burundi,"G / FI",9
2016,Kazakhstan,Burundi,"G / FI",1
2016,Kazakhstan,Burundi,"G / AR",1
2016,Kenya,Burundi,"J / AR",12
2016,Kenya,Burundi,"J / FI",2364
2016,"Rep. of Korea",Burundi,"G / FA",6
2016,Luxembourg,Burundi,"G / FI",2
2016,Morocco,Burundi,"U / FI",4
2016,Madagascar,Burundi,"U / FI",3
2016,Mozambique,Burundi,"G / FI",939
2016,Mauritania,Burundi,"U / FI",4
2016,Malawi,Burundi,"G / FI",805
2016,Malawi,Burundi,"G / AR",29
2016,Malaysia,Burundi,"U / FI",1
2016,Namibia,Burundi,"G / FI",87
2016,Niger,Burundi,"G / FI",2
2016,Netherlands,Burundi,"G / FI",25
2016,Netherlands,Burundi,"G / RA",42
2016,Norway,Burundi,"G / RA",1
2016,Norway,Burundi,"G / FI",7
2016,Norway,Burundi,"G / AR",15
2016,Philippines,Burundi,"G / FA",2
2016,Portugal,Burundi,"G / FI",1
2016,Romania,Burundi,"G / FI",3
2016,Rwanda,Burundi,"G / FI",24
2016,Sudan,Burundi,"U / FI",3
2016,Sudan,Burundi,"G / FI",7
2016,Senegal,Burundi,"G / FA",7
2016,"Serbia and Kosovo (S/RES/1244 (1999))",Burundi,"G / FI",1
2016,"South Sudan",Burundi,"U / FI",115
2016,Slovakia,Burundi,"G / FI",2
2016,Sweden,Burundi,"G / FI",60
2016,Sweden,Burundi,"G / RA",5
2016,Sweden,Burundi,"G / AR",31
2016,Swaziland,Burundi,"G / FI",14
2016,Chad,Burundi,"G / FA",3
2016,Togo,Burundi,"G / FA",1
2016,Thailand,Burundi,"U / FI",2
2016,Tunisia,Burundi,"U / FI",1
2016,Turkey,Burundi,"U / FI",18
2016,"United Rep. of Tanzania",Burundi,"G / FI",73
2016,Uganda,Burundi,"G / FA",395
2016,Ukraine,Burundi,"G / JR",
2016,"United States of America",Burundi,"G / IN",138
2016,"United States of America",Burundi,"G / EO",7
2016,"South Africa",Burundi,"G / AR",
2016,"South Africa",Burundi,"G / FI",1179
2016,"South Africa",Burundi,"G / AR",
2016,Australia,Belgium,"G / FI",6
2016,Austria,Belgium,"G / FA",1
2016,Brazil,Belgium,"G / FI",
2016,Canada,Belgium,"G / FI",6
2016,Switzerland,Belgium,"G / FI",1
2016,Germany,Belgium,"G / NA",
2016,Germany,Belgium,"G / RA",1
2016,Germany,Belgium,"G / JR",
2016,Denmark,Belgium,"G / FI",
2016,Egypt,Belgium,"U / FI",1
2016,France,Belgium,"G / FI",
2016,France,Belgium,"G / AR",1
2016,"United Kingdom",Belgium,"G / FI",
2016,"United Kingdom",Belgium,"G / AR",
2016,"United Kingdom",Belgium,"G / RA",
2016,Ireland,Belgium,"G / AR",
2016,Malawi,Belgium,"G / FI",
2016,Romania,Belgium,"G / FI",1
2016,"United States of America",Belgium,"G / EO",
2016,"United States of America",Belgium,"G / IN",5
2016,Argentina,Benin,"G / FI",
2016,Armenia,Benin,"G / FI",1
2016,Austria,Benin,"G / FA",13
2016,Belgium,Benin,"G / JR",17
2016,Belgium,Benin,"G / FI",26
2016,Belgium,Benin,"G / RA",7
2016,Brazil,Benin,"G / FI",21
2016,Canada,Benin,"G / FI",20
2016,Switzerland,Benin,"G / FI",17
2016,Switzerland,Benin,"G / FI",1
2016,China,Benin,"U / FI",2
2016,China,Benin,"U / AR",2
2016,"Côte d'Ivoire",Benin,"J / FA",
2016,"Dem. Rep. of the Congo",Benin,"G / FI",
2016,"Costa Rica",Benin,"G / FI",1
2016,Germany,Benin,"G / NA",233
2016,Germany,Benin,"G / RA",21
2016,Germany,Benin,"G / JR",
2016,Denmark,Benin,"G / FI",1
2016,Denmark,Benin,"G / AR",2
2016,Algeria,Benin,"U / FI",4
2016,Algeria,Benin,"U / AR",3
2016,Egypt,Benin,"U / FI",6
2016,Egypt,Benin,"U / AR",1
2016,Spain,Benin,"G / FI",5
2016,Estonia,Benin,"G / FI",
2016,Finland,Benin,"G / RA",
2016,France,Benin,"G / RA",2
2016,France,Benin,"G / AR",4
2016,France,Benin,"G / FI",30
2016,"United Kingdom",Benin,"G / RA",
2016,"United Kingdom",Benin,"G / AR",1
2016,"United Kingdom",Benin,"G / FI",9
2016,Georgia,Benin,"G / FI",1
2016,Ghana,Benin,"G / FI",
2016,Greece,Benin,"G / FI",
2016,Greece,Benin,"G / AR",1
2016,Indonesia,Benin,"U / FI",
2016,India,Benin,"U / AR",
2016,Ireland,Benin,"G / SP",2
2016,Ireland,Benin,"G / SP",1
2016,Ireland,Benin,"G / AR",
2016,Ireland,Benin,"G / FI",1
2016,Italy,Benin,"G / FI",273
2016,"Rep. of Korea",Benin,"G / FA",
2016,Lebanon,Benin,"U / FI",
2016,Luxembourg,Benin,"G / FI",1
2016,Morocco,Benin,"U / AR",
2016,Morocco,Benin,"U / FI",5
2016,Mexico,Benin,"G / FI",2
2016,Mauritania,Benin,"U / FI",
2016,Mauritania,Benin,"U / AR",1
2016,Nigeria,Benin,"G / FI",
2016,Netherlands,Benin,"G / RA",
2016,Netherlands,Benin,"G / FI",10
2016,Norway,Benin,"G / AR",1
2016,Norway,Benin,"G / FI",1
2016,Panama,Benin,"G / FI",1
2016,Portugal,Benin,"G / FI",
2016,"Russian Federation",Benin,"G / TA",1
2016,Senegal,Benin,"G / FA",1
2016,Sweden,Benin,"G / FI",1
2016,Sweden,Benin,"G / RA",1
2016,Sweden,Benin,"G / AR",1
2016,Togo,Benin,"G / FA",1
2016,Tunisia,Benin,"U / FI",
2016,Turkey,Benin,"U / FI",2
2016,Uruguay,Benin,"G / FI",1
2016,"United States of America",Benin,"G / IN",38
2016,"United States of America",Benin,"G / EO",9
2016,"South Africa",Benin,"G / FI",21
2016,"South Africa",Benin,"G / AR",
2016,"South Africa",Benin,"G / AR",
2016,Argentina,"Burkina Faso","G / FI",1
2016,Australia,"Burkina Faso","G / FI",
2016,Australia,"Burkina Faso","G / AR",1
2016,Austria,"Burkina Faso","G / FA",3
2016,Belgium,"Burkina Faso","G / RA",10
2016,Belgium,"Burkina Faso","G / JR",21
2016,Belgium,"Burkina Faso","G / FI",44
2016,Bulgaria,"Burkina Faso","G / FI",2
2016,Brazil,"Burkina Faso","G / FI",3
2016,Canada,"Burkina Faso","G / FI",35
2016,Switzerland,"Burkina Faso","G / FI",36
2016,Switzerland,"Burkina Faso","G / FI",2
2016,"Côte d'Ivoire","Burkina Faso","J / FA",5
2016,Cameroon,"Burkina Faso","U / FI",3
2016,Cameroon,"Burkina Faso","U / AR",2
2016,"Costa Rica","Burkina Faso","G / FI",2
2016,Cyprus,"Burkina Faso","G / FI",1
2016,Germany,"Burkina Faso","G / RA",17
2016,Germany,"Burkina Faso","G / NA",240
2016,Germany,"Burkina Faso","G / JR",
2016,Denmark,"Burkina Faso","G / FI",1
2016,Denmark,"Burkina Faso","G / AR",2
2016,Algeria,"Burkina Faso","U / AR",
2016,Algeria,"Burkina Faso","U / FI",3
2016,Egypt,"Burkina Faso","U / AR",
2016,Egypt,"Burkina Faso","U / FI",3
2016,Spain,"Burkina Faso","G / FI",14
2016,Finland,"Burkina Faso","G / RA",
2016,Finland,"Burkina Faso","G / FI",2
2016,France,"Burkina Faso","G / RA",3
2016,France,"Burkina Faso","G / FI",116
2016,France,"Burkina Faso","G / RA",1
2016,France,"Burkina Faso","G / AR",57
2016,Gabon,"Burkina Faso","G / FA",
2016,"United Kingdom","Burkina Faso","G / AR",2
2016,"United Kingdom","Burkina Faso","G / FI",9
2016,"United Kingdom","Burkina Faso","G / RA",
2016,Georgia,"Burkina Faso","G / FI",3
2016,Ghana,"Burkina Faso","G / FI",
2016,Guinea,"Burkina Faso","G / FI",
2016,Greece,"Burkina Faso","G / RA",1
2016,Greece,"Burkina Faso","G / AR",16
2016,Greece,"Burkina Faso","G / FI",17
2016,Hungary,"Burkina Faso","G / FA",
2016,Hungary,"Burkina Faso","G / RA",1
2016,Ireland,"Burkina Faso","G / SP",
2016,Iceland,"Burkina Faso","G / FI",1
2016,Italy,"Burkina Faso","G / FI",841
2016,Jordan,"Burkina Faso","U / FI",4
2016,Kenya,"Burkina Faso","J / FI",
2016,"Rep. of Korea","Burkina Faso","G / FA",4
2016,Lebanon,"Burkina Faso","U / FI",3
2016,Liberia,"Burkina Faso","J / FI",1
2016,Luxembourg,"Burkina Faso","G / FI",1
2016,Morocco,"Burkina Faso","U / AR",3
2016,Morocco,"Burkina Faso","U / FI",16
2016,Malta,"Burkina Faso","G / AR",1
2016,Mauritania,"Burkina Faso","U / FI",2
2016,Netherlands,"Burkina Faso","G / FI",11
2016,Netherlands,"Burkina Faso","G / RA",6
2016,Norway,"Burkina Faso","G / FI",1
2016,Poland,"Burkina Faso","G / FI",2
2016,Portugal,"Burkina Faso","G / FI",4
2016,"Russian Federation","Burkina Faso","G / TA",1
2016,Senegal,"Burkina Faso","G / FA",
2016,Sweden,"Burkina Faso","G / RA",1
2016,Sweden,"Burkina Faso","G / FI",1
2016,Sweden,"Burkina Faso","G / AR",2
2016,"Syrian Arab Rep.","Burkina Faso","U / JR",1
2016,"Syrian Arab Rep.","Burkina Faso","U / FI",10
2016,"Syrian Arab Rep.","Burkina Faso","U / JR",9
2016,Togo,"Burkina Faso","G / FA",1
2016,Turkey,"Burkina Faso","U / FI",
2016,Ukraine,"Burkina Faso","G / JR",
2016,"United States of America","Burkina Faso","G / EO",56
2016,"United States of America","Burkina Faso","G / IN",1231
2016,"South Africa","Burkina Faso","G / AR",
2016,"South Africa","Burkina Faso","G / AR",
2016,Argentina,Bangladesh,"G / JR",
2016,Argentina,Bangladesh,"G / AR",
2016,Argentina,Bangladesh,"G / FI",8
2016,Australia,Bangladesh,"G / AR",140
2016,Australia,Bangladesh,"G / FI",433
2016,Austria,Bangladesh,"G / FA",290
2016,Azerbaijan,Bangladesh,"U / FI",
2016,Belgium,Bangladesh,"G / FI",16
2016,Belgium,Bangladesh,"G / JR",44
2016,Belgium,Bangladesh,"G / RA",55
2016,Bulgaria,Bangladesh,"G / FI",23
2016,"Bosnia and Herzegovina",Bangladesh,"G / FI",
2016,Brazil,Bangladesh,"G / FI",158
2016,Canada,Bangladesh,"G / FI",288
2016,Switzerland,Bangladesh,"G / FI",27
2016,Switzerland,Bangladesh,"G / FI",1
2016,Chile,Bangladesh,"G / FI",2
2016,China,Bangladesh,"U / FI",1
2016,Colombia,Bangladesh,"G / FI",1
2016,"Costa Rica",Bangladesh,"G / AR",1
2016,"Costa Rica",Bangladesh,"G / FI",22
2016,Cyprus,Bangladesh,"G / FI",133
2016,Cyprus,Bangladesh,"G / RA",1
2016,Cyprus,Bangladesh,"G / AR",27
2016,Cyprus,Bangladesh,"G / FI",4
2016,"Czech Rep.",Bangladesh,"G / FI",1
2016,Germany,Bangladesh,"G / JR",
2016,Germany,Bangladesh,"G / NA",2593
2016,Germany,Bangladesh,"G / RA",64
2016,Denmark,Bangladesh,"G / AR",18
2016,Denmark,Bangladesh,"G / FI",43
2016,Egypt,Bangladesh,"U / FI",6
2016,Spain,Bangladesh,"G / FI",69
2016,Finland,Bangladesh,"G / FI",77
2016,Finland,Bangladesh,"G / RA",
2016,France,Bangladesh,"G / AR",2228
2016,France,Bangladesh,"G / RA",717
2016,France,Bangladesh,"G / FI",2433
2016,France,Bangladesh,"G / RA",701
2016,"United Kingdom",Bangladesh,"G / AR",857
2016,"United Kingdom",Bangladesh,"G / RA",26
2016,"United Kingdom",Bangladesh,"G / FI",2234
2016,Georgia,Bangladesh,"G / FI",69
2016,Greece,Bangladesh,"G / RA",162
2016,Greece,Bangladesh,"G / FI",1053
2016,Greece,Bangladesh,"G / AR",516
2016,Guatemala,Bangladesh,"G / FI",4
2016,Croatia,Bangladesh,"G / FI",15
2016,Croatia,Bangladesh,"G / JR",
2016,Hungary,Bangladesh,"G / FA",
2016,Hungary,Bangladesh,"G / RA",23
2016,Hungary,Bangladesh,"G / FI",256
2016,Indonesia,Bangladesh,"U / FI",18
2016,Indonesia,Bangladesh,"U / AR",2
2016,Ireland,Bangladesh,"G / AR",103
2016,Ireland,Bangladesh,"G / SP",6
2016,Ireland,Bangladesh,"G / RA",3
2016,Ireland,Bangladesh,"G / SP",16
2016,Ireland,Bangladesh,"G / FI",55
2016,Iraq,Bangladesh,"U / FI",
2016,Iceland,Bangladesh,"G / FI",1
2016,Italy,Bangladesh,"G / FI",6668
2016,Jamaica,Bangladesh,"U / FI",
2016,Jordan,Bangladesh,"U / FI",1
2016,Japan,Bangladesh,"G / AR",162
2016,Japan,Bangladesh,"G / FI",242
2016,"Rep. of Korea",Bangladesh,"G / FA",335
2016,Lebanon,Bangladesh,"U / FI",14
2016,Liechtenstein,Bangladesh,"G / FI",
2016,"Sri Lanka",Bangladesh,"U / FI",10
2016,Luxembourg,Bangladesh,"G / FI",
2016,Latvia,Bangladesh,"G / FI",3
2016,Morocco,Bangladesh,"U / FI",7
2016,"Rep. of Moldova",Bangladesh,"G / FI",1
2016,"Rep. of Moldova",Bangladesh,"G / JR",1
2016,Mexico,Bangladesh,"G / FI",
2016,"The former Yugoslav Republic of Macedonia",Bangladesh,"G / FA",7
2016,Malta,Bangladesh,"G / AR",6
2016,Malta,Bangladesh,"G / FI",
2016,Montenegro,Bangladesh,"G / FA",
2016,Malaysia,Bangladesh,"U / AR",
2016,Malaysia,Bangladesh,"U / FI",15
2016,Namibia,Bangladesh,"G / FI",1
2016,Netherlands,Bangladesh,"G / RA",3
2016,Netherlands,Bangladesh,"G / FI",22
2016,Norway,Bangladesh,"G / AR",50
2016,Norway,Bangladesh,"G / FI",10
2016,Nepal,Bangladesh,"U / FI",25
2016,Nauru,Bangladesh,"G / FI",
2016,"New Zealand",Bangladesh,"G / FI",14
2016,Pakistan,Bangladesh,"U / FI",2
2016,Panama,Bangladesh,"G / FI",
2016,Peru,Bangladesh,"G / FI",1
2016,Philippines,Bangladesh,"G / FA",
2016,"Papua New Guinea",Bangladesh,"G / AR",
2016,"Papua New Guinea",Bangladesh,"G / FI",
2016,Poland,Bangladesh,"G / AR",1
2016,Poland,Bangladesh,"G / FI",7
2016,Portugal,Bangladesh,"G / FI",7
2016,Romania,Bangladesh,"G / FI",10
2016,Romania,Bangladesh,"G / JR",
2016,Romania,Bangladesh,"G / RA",2
2016,"Russian Federation",Bangladesh,"G / TA",4
2016,"Russian Federation",Bangladesh,"G / FI",2
2016,Singapore,Bangladesh,"U / FI",1
2016,"Serbia and Kosovo (S/RES/1244 (1999))",Bangladesh,"G / FI",5
2016,Slovakia,Bangladesh,"G / FI",1
2016,Slovenia,Bangladesh,"G / FI",2
2016,Sweden,Bangladesh,"G / RA",38
2016,Sweden,Bangladesh,"G / FI",99
2016,Sweden,Bangladesh,"G / AR",148
2016,"Syrian Arab Rep.",Bangladesh,"U / JR",1
2016,"Syrian Arab Rep.",Bangladesh,"U / FI",5
2016,Thailand,Bangladesh,"U / FI",2
2016,Thailand,Bangladesh,"U / AR",1
2016,"Trinidad and Tobago",Bangladesh,"U / FI",12
2016,Turkey,Bangladesh,"U / FI",11
2016,Turkey,Bangladesh,"U / AR",
2016,Uganda,Bangladesh,"G / FA",1
2016,Ukraine,Bangladesh,"G / FI",13
2016,Ukraine,Bangladesh,"G / JR",3
2016,"United States of America",Bangladesh,"G / IN",966
2016,"United States of America",Bangladesh,"G / EO",575
2016,Yemen,Bangladesh,"U / FI",
2016,"South Africa",Bangladesh,"G / AR",
2016,"South Africa",Bangladesh,"G / FI",2834
2016,"South Africa",Bangladesh,"G / AR",
2016,Argentina,Bulgaria,"G / FI",1
2016,Australia,Bulgaria,"G / FI",3
2016,Austria,Bulgaria,"G / FA",1
2016,Belgium,Bulgaria,"G / RA",4
2016,Belgium,Bulgaria,"G / JR",1
2016,Belgium,Bulgaria,"G / FI",2
2016,Belarus,Bulgaria,"G / FI",1
2016,Brazil,Bulgaria,"G / FI",
2016,Canada,Bulgaria,"G / FI",3
2016,Switzerland,Bulgaria,"G / FI",2
2016,Germany,Bulgaria,"G / NA",11
2016,Germany,Bulgaria,"G / JR",
2016,Germany,Bulgaria,"G / RA",1
2016,Denmark,Bulgaria,"G / FI",1
2016,Spain,Bulgaria,"G / FI",
2016,Finland,Bulgaria,"G / RA",
2016,Finland,Bulgaria,"G / FI",4
2016,"United Kingdom",Bulgaria,"G / FI",2
2016,"United Kingdom",Bulgaria,"G / RA",
2016,"United Kingdom",Bulgaria,"G / AR",
2016,Greece,Bulgaria,"G / AR",1
2016,Greece,Bulgaria,"G / FI",1
2016,Croatia,Bulgaria,"G / JR",
2016,"The former Yugoslav Republic of Macedonia",Bulgaria,"G / FA",1
2016,Norway,Bulgaria,"G / FI",2
2016,"New Zealand",Bulgaria,"G / FI",
2016,Peru,Bulgaria,"G / FI",1
2016,Portugal,Bulgaria,"G / FI",1
2016,"Russian Federation",Bulgaria,"G / TA",2
2016,"Serbia and Kosovo (S/RES/1244 (1999))",Bulgaria,"G / FI",2
2016,Sweden,Bulgaria,"G / RA",1
2016,Sweden,Bulgaria,"G / FI",13
2016,Sweden,Bulgaria,"G / AR",2
2016,Ukraine,Bulgaria,"G / JR",
2016,Ukraine,Bulgaria,"G / FI",
2016,"United States of America",Bulgaria,"G / IN",57
2016,"United States of America",Bulgaria,"G / EO",6
2016,"South Africa",Bulgaria,"G / AR",
2016,"South Africa",Bulgaria,"G / FI",
2016,Armenia,Bahrain,"G / FI",1
2016,Australia,Bahrain,"G / FI",9
2016,Australia,Bahrain,"G / AR",2
2016,Belgium,Bahrain,"G / FI",
2016,Canada,Bahrain,"G / FI",18
2016,Switzerland,Bahrain,"G / FI",
2016,Germany,Bahrain,"G / NA",18
2016,Germany,Bahrain,"G / RA",
2016,Germany,Bahrain,"G / JR",
2016,Denmark,Bahrain,"G / FI",1
2016,Finland,Bahrain,"G / RA",
2016,Finland,Bahrain,"G / FI",1
2016,France,Bahrain,"G / FI",1
2016,"United Kingdom",Bahrain,"G / RA",
2016,"United Kingdom",Bahrain,"G / AR",3
2016,"United Kingdom",Bahrain,"G / FI",11
2016,Georgia,Bahrain,"G / FI",1
2016,Croatia,Bahrain,"G / FI",1
2016,Ireland,Bahrain,"G / FI",1
2016,Iraq,Bahrain,"U / FI",
2016,Lebanon,Bahrain,"U / FI",4
2016,Lebanon,Bahrain,"U / AR",
2016,"New Zealand",Bahrain,"G / FI",4
2016,Sweden,Bahrain,"G / FI",4
2016,"Syrian Arab Rep.",Bahrain,"U / FI",1
2016,Thailand,Bahrain,"U / FI",1
2016,Turkey,Bahrain,"U / FI",1
2016,"United States of America",Bahrain,"G / IN",4
2016,"United States of America",Bahrain,"G / EO",
2016,"South Africa",Bahrain,"G / FI",1
2016,Australia,Bahamas,"G / FI",3
2016,Canada,Bahamas,"G / FI",102
2016,Germany,Bahamas,"G / JR",
2016,"United Kingdom",Bahamas,"G / RA",
2016,"United Kingdom",Bahamas,"G / AR",
2016,"United Kingdom",Bahamas,"G / FI",1
2016,Italy,Bahamas,"G / FI",
2016,"United States of America",Bahamas,"G / EO",8
2016,"United States of America",Bahamas,"G / IN",22
2016,"South Africa",Bahamas,"G / FI",
2016,"South Africa",Bahamas,"G / AR",
2016,Argentina,"Bosnia and Herzegovina","G / FI",
2016,Australia,"Bosnia and Herzegovina","G / FI",9
2016,Austria,"Bosnia and Herzegovina","G / FA",46
2016,Belgium,"Bosnia and Herzegovina","G / FI",33
2016,Belgium,"Bosnia and Herzegovina","G / RA",23
2016,Belgium,"Bosnia and Herzegovina","G / JR",7
2016,Bulgaria,"Bosnia and Herzegovina","G / FI",
2016,Bulgaria,"Bosnia and Herzegovina","G / RA",1
2016,Canada,"Bosnia and Herzegovina","G / FI",5
2016,Switzerland,"Bosnia and Herzegovina","G / FI",68
2016,Switzerland,"Bosnia and Herzegovina","G / FI",12
2016,"Czech Rep.","Bosnia and Herzegovina","G / FI",
2016,Germany,"Bosnia and Herzegovina","G / NA",1914
2016,Germany,"Bosnia and Herzegovina","G / JR",
2016,Germany,"Bosnia and Herzegovina","G / RA",1195
2016,Denmark,"Bosnia and Herzegovina","G / FI",29
2016,Denmark,"Bosnia and Herzegovina","G / AR",3
2016,Spain,"Bosnia and Herzegovina","G / FI",1
2016,Finland,"Bosnia and Herzegovina","G / RA",
2016,Finland,"Bosnia and Herzegovina","G / FI",12
2016,France,"Bosnia and Herzegovina","G / RA",44
2016,France,"Bosnia and Herzegovina","G / FI",411
2016,France,"Bosnia and Herzegovina","G / AR",158
2016,France,"Bosnia and Herzegovina","G / RA",69
2016,"United Kingdom","Bosnia and Herzegovina","G / RA",
2016,"United Kingdom","Bosnia and Herzegovina","G / FI",1
2016,"United Kingdom","Bosnia and Herzegovina","G / AR",
2016,Croatia,"Bosnia and Herzegovina","G / FI",4
2016,Croatia,"Bosnia and Herzegovina","G / JR",1
2016,Hungary,"Bosnia and Herzegovina","G / FI",1
2016,Hungary,"Bosnia and Herzegovina","G / FA",
2016,Ireland,"Bosnia and Herzegovina","G / FI",
2016,Ireland,"Bosnia and Herzegovina","G / SP",
2016,Ireland,"Bosnia and Herzegovina","G / SP",
2016,Ireland,"Bosnia and Herzegovina","G / AR",1
2016,Iceland,"Bosnia and Herzegovina","G / FI",3
2016,Italy,"Bosnia and Herzegovina","G / FI",129
2016,"Rep. of Korea","Bosnia and Herzegovina","G / FA",2
2016,Luxembourg,"Bosnia and Herzegovina","G / RA",23
2016,Luxembourg,"Bosnia and Herzegovina","G / JR",3
2016,Luxembourg,"Bosnia and Herzegovina","G / AR",39
2016,Luxembourg,"Bosnia and Herzegovina","G / FI",59
2016,Morocco,"Bosnia and Herzegovina","U / FI",
2016,Netherlands,"Bosnia and Herzegovina","G / FI",299
2016,Netherlands,"Bosnia and Herzegovina","G / RA",2
2016,Norway,"Bosnia and Herzegovina","G / RA",2
2016,Norway,"Bosnia and Herzegovina","G / AR",6
2016,Norway,"Bosnia and Herzegovina","G / FI",6
2016,Romania,"Bosnia and Herzegovina","G / FI",1
2016,"Russian Federation","Bosnia and Herzegovina","G / FI",2
2016,"Serbia and Kosovo (S/RES/1244 (1999))","Bosnia and Herzegovina","G / FI",3
2016,Slovakia,"Bosnia and Herzegovina","G / RA",1
2016,Slovakia,"Bosnia and Herzegovina","G / FI",1
2016,Slovenia,"Bosnia and Herzegovina","G / FI",4
2016,Sweden,"Bosnia and Herzegovina","G / AR",200
2016,Sweden,"Bosnia and Herzegovina","G / RA",20
2016,Sweden,"Bosnia and Herzegovina","G / FI",154
2016,"Syrian Arab Rep.","Bosnia and Herzegovina","U / FI",
2016,"United States of America","Bosnia and Herzegovina","G / EO",18
2016,"United States of America","Bosnia and Herzegovina","G / IN",33
2016,"South Africa","Bosnia and Herzegovina","G / AR",
2016,Australia,Belarus,"G / AR",
2016,Australia,Belarus,"G / FI",3
2016,Austria,Belarus,"G / FA",18
2016,Belgium,Belarus,"G / RA",14
2016,Belgium,Belarus,"G / FI",17
2016,Belgium,Belarus,"G / JR",5
2016,Barbados,Belarus,"U / FI",2
2016,Canada,Belarus,"G / FI",4
2016,Switzerland,Belarus,"G / FI",51
2016,Switzerland,Belarus,"G / FI",14
2016,Chile,Belarus,"G / FI",1
2016,"Côte d'Ivoire",Belarus,"J / FA",
2016,Cyprus,Belarus,"G / AR",
2016,Cyprus,Belarus,"G / FI",
2016,"Czech Rep.",Belarus,"G / FI",8
2016,"Czech Rep.",Belarus,"G / RA",4
2016,Germany,Belarus,"G / NA",274
2016,Germany,Belarus,"G / RA",19
2016,Germany,Belarus,"G / JR",
2016,Denmark,Belarus,"G / AR",16
2016,Denmark,Belarus,"G / FI",41
2016,Spain,Belarus,"G / FI",15
2016,Estonia,Belarus,"G / FI",1
2016,Finland,Belarus,"G / FI",45
2016,Finland,Belarus,"G / RA",
2016,France,Belarus,"G / AR",18
2016,France,Belarus,"G / RA",12
2016,France,Belarus,"G / RA",13
2016,France,Belarus,"G / FI",30
2016,"United Kingdom",Belarus,"G / FI",20
2016,"United Kingdom",Belarus,"G / RA",
2016,"United Kingdom",Belarus,"G / AR",1
2016,Georgia,Belarus,"G / FI",
2016,Greece,Belarus,"G / AR",
2016,Greece,Belarus,"G / FI",1
2016,Hungary,Belarus,"G / FA",
2016,Hungary,Belarus,"G / FI",1
2016,Indonesia,Belarus,"U / FI",3
2016,Ireland,Belarus,"G / SP",
2016,Ireland,Belarus,"G / FI",1
2016,Iceland,Belarus,"G / FI",9
2016,Italy,Belarus,"G / FI",11
2016,Liechtenstein,Belarus,"G / FI",3
2016,Lithuania,Belarus,"G / FI",12
2016,Luxembourg,Belarus,"G / RA",
2016,Luxembourg,Belarus,"G / AR",9
2016,Luxembourg,Belarus,"G / RA",1
2016,Luxembourg,Belarus,"G / FI",14
2016,Luxembourg,Belarus,"G / JR",3
2016,Latvia,Belarus,"G / FI",4
2016,Montenegro,Belarus,"G / FA",2
2016,Netherlands,Belarus,"G / RA",3
2016,Netherlands,Belarus,"G / FI",21
2016,Norway,Belarus,"G / FI",5
2016,Norway,Belarus,"G / RA",4
2016,Norway,Belarus,"G / AR",6
2016,Panama,Belarus,"G / FI",
2016,Poland,Belarus,"G / AR",8
2016,Poland,Belarus,"G / FI",35
2016,Portugal,Belarus,"G / FI",4
2016,Romania,Belarus,"G / FI",1
2016,"Russian Federation",Belarus,"G / FI",16
2016,"Russian Federation",Belarus,"G / TA",18
2016,Sweden,Belarus,"G / AR",124
2016,Sweden,Belarus,"G / RA",62
2016,Sweden,Belarus,"G / FI",135
2016,Turkey,Belarus,"U / FI",
2016,Ukraine,Belarus,"G / JR",8
